,BuildingType,PrimaryPropertyType,PropertyName,Address,ZipCode,Neighborhood,Latitude,Longitude,YearBuilt,LargestPropertyUseType,ENERGYSTARScore,SiteEnergyUse,TotalGHGEmissions,GFAPerBuilding,GFAPerFloor,GFABuildingRate
482,NonResidential,Small- and Mid-Sized Office,45th Street Plaza,Street,98105.0,Northeast,47.66158,-122.31625,2001,Office,2.0,8570571.0,59.75,91706.0,15284.333,0.60108
483,NonResidential,Medical Office,BMR-530 Fairview Avenue LLC,Avenue,98109.0,Lake Union,47.62395,-122.33392,2008,Medical Office,6.0,19248732.0,477.85,129093.0,25818.6,0.69091
484,NonResidential,Large Office,West Seattle Corporate Center,Way,98106.0,Delridge,47.56787,-122.36419,1991,Office,41.0,8381834.5,58.43,138106.0,27621.2,0.88255
485,NonResidential,Retail Store,AIRPORT WAY SOUTH,Way,98108.0,Greater Duwamish,47.56664,-122.32346,1973,Retail Store,66.0,2409429.0,67.29,56572.0,56572.0,1.0
487,NonResidential,Medical Office,Arnold Pavilion,Street,98104.0,East,47.60979,-122.32298,2004,Medical Office,53.0,20560622.0,692.12,225982.0,225982.0,1.0
488,NonResidential,Mixed Use Property,2200 Westlake - SEDO,Avenue,98121.0,Downtown,47.61783,-122.33729,2006,Parking,31.0,39403320.0,734.72,516407.0,516407.0,1.0
490,NonResidential,Large Office,Russell Investments Center,Avenue,98101.0,Downtown,47.6074,-122.33777,2005,Office,97.0,56498868.0,481.06,1592914.0,37926.524,1.0
492,NonResidential,Medical Office,Elmer J. Nordstrom Medical Tower,Street,98104.0,East,47.61002,-122.32222,1985,Medical Office,46.0,17254810.0,190.1,422503.0,42250.3,0.51106
493,NonResidential,Medical Office,Jefferson Tower,Street,98122.0,Central,47.60649,-122.31121,1987,Medical Office,68.0,5792926.0,40.38,94500.0,13500.0,1.0
494,NonResidential,Retail Store,#8944 West Seattle,Way,98106.0,Delridge,47.53655,-122.36377,2005,Retail Store,79.0,5417598.0,94.74,94713.0,94713.0,1.0
495,NonResidential,Medical Office,7th and Madison,Avenue,98122.0,East,47.60707,-122.3288,2008,Medical Office,58.0,14751117.0,130.32,302902.0,33655.778,0.66543
496,NonResidential,Medical Office,Cabrini Medical Tower,Avenue,98104.0,East,47.60883,-122.32494,1973,Medical Office,50.0,15067340.0,357.39,319911.0,16837.421,0.51109
497,NonResidential,Large Office,Colman Building,Avenue,98104.0,Downtown,47.60353,-122.33558,1900,Office,94.0,8138616.5,282.46,205521.0,34253.5,1.0
498,NonResidential,Small- and Mid-Sized Office,Mutual Life Building,Avenue,98104.0,Downtown,47.60197,-122.33437,1900,Office,55.0,3065954.5,21.37,56700.0,9450.0,1.0
499,NonResidential,Small- and Mid-Sized Office,RDA Building,Avenue,98134.0,Greater Duwamish,47.59554,-122.32471,1925,Office,89.0,2729167.75,23.48,72000.0,18000.0,1.0
500,NonResidential,Large Office,1633 Westlake Building,Avenue,98109.0,Magnolia / Queen Anne,47.63347,-122.34078,2000,Office,93.0,5101504.5,35.56,191146.0,47786.5,0.50356
504,NonResidential,Large Office,818 Stewart,Street,98101.0,Downtown,47.61567,-122.33503,2008,Office,86.0,15725581.0,116.95,362046.0,25860.429,1.0
507,NonResidential,Large Office,One Convention Place,Street,98101.0,Downtown,47.6115,-122.33278,2001,Office,90.0,16020642.0,111.69,538933.0,23431.87,1.0
510,NonResidential,Small- and Mid-Sized Office,Queen Anne Square East (200),Street,98119.0,Magnolia / Queen Anne,47.62497,-122.35965,1982,Office,91.0,4391348.0,30.61,98668.0,19733.6,1.0
511,NonResidential,Large Office,Rainier Brewery,Way,98134.0,Greater Duwamish,47.57639,-122.32072,2007,Office,12.0,8751704.0,98.54,158931.0,158931.0,0.82143
512,NonResidential,Large Office,"Ocean Beauty Seafoods, LLC",Street,98119.0,Magnolia / Queen Anne,47.65692,-122.37059,1978,Office,1.0,22078064.0,357.86,105100.0,105100.0,1.0
513,NonResidential,Supermarket / Grocery Store,IUC- Whole Foods Interbay,Avenue,98119.0,Magnolia / Queen Anne,47.63718,-122.37734,2008,Supermarket/Grocery Store,31.0,12525174.0,0.0,57176.0,57176.0,1.0
514,NonResidential,Retail Store,Elliot Industrial,Avenue,98121.0,Magnolia / Queen Anne,47.63284,-122.37712,1978,Retail Store,51.0,2661488.0,60.7,50660.0,50660.0,1.0
515,NonResidential,Small- and Mid-Sized Office,Hays Elliot,Avenue,98119.0,Magnolia / Queen Anne,47.63156,-122.37551,1937,Office,59.0,2203026.5,55.73,61929.0,30964.5,1.0
516,NonResidential,Large Office,501 Elliott Ave West,Avenue,98119.0,Magnolia / Queen Anne,47.62302,-122.36476,2000,Office,1.0,25478086.0,177.62,165111.0,41277.75,0.66689
518,NonResidential,Small- and Mid-Sized Office,"2607 Building, LLC",Avenue,98121.0,Downtown,47.61588,-122.34965,1925,Office,65.0,802312.5,5.59,20565.0,6855.0,1.0
519,NonResidential,Large Office,351 Elliott Ave West,Avenue,98119.0,Magnolia / Queen Anne,47.62175,-122.36313,2000,Office,63.0,7857972.5,54.78,159937.0,31987.4,0.65004
520,NonResidential,Large Office,333 Elliott West,Avenue,98119.0,Magnolia / Queen Anne,47.62101,-122.36188,2008,Office,56.0,14856199.0,103.57,183964.0,36792.8,0.7458
521,NonResidential,Large Office,101 ELLIOTT AVENUE WEST,Avenue,98119.0,Magnolia / Queen Anne,47.61891,-122.35958,1986,Office,95.0,5514308.5,116.74,208210.0,41642.0,0.62131
522,NonResidential,Large Office,3131 Elliott Avenue,Avenue,98121.0,Downtown,47.61813,-122.35833,1986,Office,63.0,12729858.0,88.74,277486.0,39640.857,0.71068
523,NonResidential,Large Office,Pier 69 Corporate HQ,Way,98121.0,Downtown,47.614,-122.35375,1993,Office,77.0,10053489.0,70.09,187130.0,62376.667,1.0
524,NonResidential,Large Office,World Trade Center - North,Avenue,98121.0,Downtown,47.61287,-122.35022,2000,Office,99.0,17186624.0,119.81,251044.0,50208.8,0.53049
525,NonResidential,Warehouse,08495-Pier 57,Way,98101.0,Downtown,47.60703,-122.34038,1912,Non-Refrigerated Warehouse,81.0,1262235.25,8.8,154330.0,30866.0,1.0
527,NonResidential,Large Office,National Building,Avenue,98104.0,Downtown,47.6047,-122.33739,1905,Office,70.0,6797647.0,47.39,167860.0,27976.667,1.0
528,NonResidential,Large Office,Polson Building,Street,98104.0,Downtown,47.60247,-122.33621,1910,Office,86.0,4946798.5,97.82,112560.0,18760.0,1.0
529,NonResidential,Retail Store,Western Building,Avenue,98104.0,Downtown,47.60223,-122.33602,1910,Other,89.0,3241917.0,69.02,86204.0,14367.333,1.0
530,Nonresidential COS,Warehouse,Airport Way Ctr - Bldg C,Way,98134.0,Greater Duwamish,47.5829,-122.32417,1985,Non-Refrigerated Warehouse,51.0,8384523.0,119.46,145158.0,72579.0,1.0
531,NonResidential,Large Office,Holgate Center,Way,98134.0,Greater Duwamish,47.58716,-122.32214,1951,Office,66.0,10287986.0,157.48,112896.0,56448.0,1.0
532,NonResidential,Distribution Center,MACMILLAN-PIPER EYRES WAREHOUSE,Avenue,98134.0,Greater Duwamish,47.58685,-122.32501,1960,Distribution Center,95.0,1015060.188,7.08,110613.0,110613.0,1.0
533,NonResidential,Warehouse,6th & Holgate Building,Avenue,98103.0,Greater Duwamish,47.58553,-122.32511,1951,Non-Refrigerated Warehouse,97.0,2417401.25,95.86,149881.0,37470.25,1.0
534,NonResidential,Warehouse,(ID722)INDUSTRIAL TRANSFER WAREHOUSE,Avenue,98121.0,Greater Duwamish,47.58042,-122.32552,1951,Non-Refrigerated Warehouse,12.0,6468090.0,75.29,98220.0,32740.0,1.0
535,NonResidential,Distribution Center,North Coast Electric,Avenue,98134.0,Greater Duwamish,47.58096,-122.32313,1970,Distribution Center,55.0,2848317.25,19.86,84420.0,84420.0,1.0
538,NonResidential,Warehouse,Pacific Iron & Metal,Avenue,98134.0,Greater Duwamish,47.58241,-122.32866,1931,Non-Refrigerated Warehouse,16.0,4912143.0,178.62,61200.0,30600.0,1.0
539,NonResidential,Distribution Center,Gensco Incorporated,Avenue,98134.0,Greater Duwamish,47.58772,-122.32686,1987,Distribution Center,87.0,1555420.25,34.14,111908.0,111908.0,1.0
542,NonResidential,Supermarket / Grocery Store,70100122-Greenwood,Street,98117.0,Northwest,47.69197,-122.35877,1970,Supermarket/Grocery Store,91.0,16865978.0,293.56,141890.0,141890.0,0.74949
543,NonResidential,Small- and Mid-Sized Office,1455 Leary,Way,98107.0,Ballard,47.6633,-122.37549,2001,Office,5.0,4817062.0,33.58,92092.0,23023.0,0.77137
546,NonResidential,Large Office,Lakeview 837 N 34th,Street,98103.0,Lake Union,47.64912,-122.34823,2008,Office,73.0,8873485.0,61.86,202623.0,50655.75,0.56148
547,NonResidential,Small- and Mid-Sized Office,The Canal View Building,Street,98103.0,Lake Union,47.64932,-122.35187,2000,Office,33.0,5481549.0,38.21,77174.0,38587.0,0.66569
548,NonResidential,Large Office,1000 Dexter-RREEF  SeaDPD ID 741,Avenue,98109.0,Magnolia / Queen Anne,47.62817,-122.34212,1998,Office,57.0,6859198.0,47.82,110524.0,22104.8,1.0
551,NonResidential,Large Office,West Tower,Avenue,98119.0,Magnolia / Queen Anne,47.62225,-122.35915,2000,Office,88.0,8655604.0,68.06,241875.0,34553.571,0.64986
552,NonResidential,Large Office,190 Queen Anne,Others,98109.0,Magnolia / Queen Anne,47.61949,-122.35639,1974,Office,85.0,4750799.0,65.03,102930.0,20586.0,0.81813
554,NonResidential,Large Office,Fourth and Vine,Avenue,98121.0,Downtown,47.61732,-122.34791,1975,Office,65.0,9343428.0,119.93,150000.0,18750.0,0.84247
555,NonResidential,Large Office,Children's Hospital Research Building #2,Avenue,98101.0,Downtown,47.61628,-122.33391,1953,Office,82.0,16540550.0,147.82,274362.0,39194.571,1.0
556,NonResidential,Large Office,Blanchard Plaza (CoS Energy Reporting),Avenue,98121.0,Downtown,47.61599,-122.34165,1983,Office,85.0,17750994.0,246.83,378002.0,25200.133,0.69238
557,NonResidential,Large Office,ACTIVE VOICE,Avenue,98121.0,Downtown,47.61481,-122.33969,1963,Office,83.0,11480494.0,346.62,169020.0,15365.455,1.0
558,NonResidential,Other,WestinBuilding,Avenue,98121.0,Downtown,47.61438,-122.33871,1981,Data Center,98.0,274682208.0,1921.82,429405.0,13012.273,1.0
559,NonResidential,Large Office,Columbia Center - 2015,Avenue,98104.0,Downtown,47.60454,-122.33072,1985,Office,86.0,92937640.0,882.56,1952220.0,25687.105,0.83639
560,NonResidential,Large Office,Eighth & Olive - New,Way,98101.0,Downtown,47.61418,-122.33485,1981,Office,90.0,15878689.0,110.7,383515.0,20185.0,0.76591
561,NonResidential,Medical Office,Medical Dental Building,Way,98101.0,Downtown,47.6129,-122.33684,1925,Medical Office,68.0,22104512.0,582.28,363934.0,20218.556,0.92067
562,NonResidential,Retail Store,601 Pine St,Street,98101.0,Downtown,47.61203,-122.33486,1929,Retail Store,80.0,8303666.5,109.85,78920.0,19730.0,1.0
563,NonResidential,Large Office,Market Place I & II-2003 Western Avenue,Avenue,98121.0,Downtown,47.61051,-122.34439,1979,Office,93.0,5177270.5,109.16,131143.0,18734.714,0.33538
566,NonResidential,Large Office,Broadacres Building,Avenue,98101.0,Downtown,47.61036,-122.34037,1908,Office,97.0,3775187.5,133.8,132998.0,13299.8,1.0
567,NonResidential,Retail Store,Ross Dress for Less,Street,98101.0,Downtown,47.60956,-122.33715,1940,Retail Store,59.0,2443141.5,27.82,83118.0,27706.0,1.0
568,NonResidential,Retail Store,Kress Building,Avenue,98101.0,Downtown,47.60925,-122.33734,1924,Retail Store,39.0,7802205.5,54.4,77555.0,25851.667,1.0
569,NonResidential,Small- and Mid-Sized Office,Market Square,Avenue,98121.0,Downtown,47.60765,-122.34097,1909,Office,57.0,2886141.5,20.12,51218.0,8536.333,1.0
570,NonResidential,Large Office,Financial Center - COS Compliance,Avenue,98101.0,Downtown,47.60765,-122.3348,1970,Office,43.0,36378588.0,426.39,489182.0,16868.345,1.0
571,NonResidential,Large Office,Seattle Tower,Avenue,98101.0,Downtown,47.60769,-122.33544,1929,Office,62.0,16246106.0,639.72,216571.0,8021.148,0.9385
572,NonResidential,Large Office,1200 3rd Ave,Avenue,98104.0,Downtown,47.60741,-122.33565,1921,Office,13.0,19036416.0,132.71,189175.0,14551.923,1.0
573,NonResidential,Large Office,1015 3rd Ave,Avenue,98104.0,Downtown,47.60582,-122.33464,1998,Office,25.0,17074142.0,119.03,293803.0,22600.231,0.74649
574,NonResidential,Large Office,1201 Western Avenue,Avenue,98101.0,Downtown,47.60576,-122.33922,1910,Office,91.0,4585070.5,41.8,122356.0,17479.429,1.0
575,NonResidential,Small- and Mid-Sized Office,United Way of King County,Avenue,98104.0,Downtown,47.60366,-122.33328,1921,Office,89.0,1968655.125,13.72,52298.0,17432.667,1.0
576,NonResidential,Large Office,Hoge Building,Avenue,98101.0,Downtown,47.60304,-122.33362,1911,Office,75.0,6758565.5,169.06,116640.0,6861.176,1.0
577,NonResidential,Large Office,800 Fifth Avenue,Avenue,98104.0,Downtown,47.60573,-122.33028,1981,Office,95.0,37980712.0,264.78,1249055.0,29739.405,0.83898
579,NonResidential,Medical Office,First Hill Medical Building,Avenue,98104.0,East,47.60663,-122.32157,1988,Medical Office,15.0,8523594.0,89.41,188339.0,37667.8,0.47268
581,NonResidential,Small- and Mid-Sized Office,1st && King Street,Avenue,98104.0,Downtown,47.5981,-122.33369,1910,Office,83.0,4052720.0,31.43,95000.0,15833.333,0.85579
582,NonResidential,Large Office,Administration Building,Avenue,98104.0,Downtown,47.6029,-122.32927,1971,Office,79.0,15272491.0,390.67,224857.0,24984.111,1.0
583,NonResidential,Large Office,King Street Center,Others,98104.0,Downtown,47.59878,-122.33088,1998,Office,96.0,13568148.0,94.59,446261.0,55782.625,0.72037
585,NonResidential,Small- and Mid-Sized Office,Taylor Edwards Building,Avenue,98134.0,Greater Duwamish,47.58958,-122.33369,1907,Office,30.0,4353025.0,30.35,62370.0,10395.0,1.0
586,NonResidential,Warehouse,SEWA,Avenue,98134.0,Greater Duwamish,47.58454,-122.3269,1960,Non-Refrigerated Warehouse,83.0,2356376.75,73.58,73296.0,73296.0,1.0
591,NonResidential,Small- and Mid-Sized Office,McKinstry SEA - 5005 3rd Ave S Office,Avenue,98134.0,Greater Duwamish,47.55695,-122.33176,1950,Office,95.0,6235947.0,152.28,93610.0,93610.0,1.0
592,NonResidential,Large Office,Seattle Design Center (Atrium Building),Avenue,98108.0,Greater Duwamish,47.55238,-122.32762,1973,Office,67.0,6843855.0,60.92,156188.0,78094.0,1.0
593,NonResidential,Warehouse,NWCP-SEA Bldg C,Street,98108.0,Greater Duwamish,47.54923,-122.32446,1966,Non-Refrigerated Warehouse,11.0,1951856.25,13.61,115620.0,115620.0,1.0
594,NonResidential,Large Office,6100 Building,Avenue,98108.0,Greater Duwamish,47.54699,-122.32882,1975,Office,93.0,10775646.0,75.12,238148.0,47629.6,1.0
595,NonResidential,Distribution Center,Westcore River Street,Street,98108.0,Greater Duwamish,47.54326,-122.33134,1969,Distribution Center,100.0,151754.2969,1.06,71718.0,71718.0,1.0
596,NonResidential,Warehouse,OPS,Way,98108.0,Greater Duwamish,47.53628,-122.3329,1969,Non-Refrigerated Warehouse,31.0,4345698.0,131.64,55450.0,55450.0,1.0
597,NonResidential,Distribution Center,Cloverdale Business Park Building D,Street,98108.0,Greater Duwamish,47.52549,-122.33064,1979,Distribution Center,32.0,2763597.0,89.53,54880.0,54880.0,1.0
598,NonResidential,Retail Store,WEST SEATTLE (0637),Street,98126.0,Delridge,47.52222,-122.36892,1992,Retail Store,81.0,7305474.0,158.55,102500.0,102500.0,1.0
600,NonResidential,Supermarket / Grocery Store,70500849 -- Rainier Valley,Avenue,98144.0,Greater Duwamish,47.57903,-122.29982,1963,Supermarket/Grocery Store,57.0,7439009.0,195.43,50785.0,50785.0,1.0
601,NonResidential,Small- and Mid-Sized Office,200 SW Michigan,Others,98106.0,Delridge,47.54103,-122.33766,1929,Office,1.0,37951708.0,166.13,85126.0,28375.333,1.0
603,NonResidential,Distribution Center,Portside Distribution Center,Way,98134.0,Greater Duwamish,47.56613,-122.33838,1986,Distribution Center,43.0,15091579.0,455.39,411584.0,411584.0,1.0
605,NonResidential,Large Office,645 Elliott - North Building,Avenue,98119.0,Magnolia / Queen Anne,47.6252,-122.36737,2008,Office,77.0,9683979.0,67.51,242686.0,60671.5,0.58722
606,NonResidential,Small- and Mid-Sized Office,Washington Shoe Building,Avenue,98104.0,Downtown,47.5992,-122.33223,1900,Office,83.0,5392617.5,74.45,95760.0,15960.0,0.83459
607,NonResidential,Warehouse,City Commerce Park,Avenue,98134.0,Greater Duwamish,47.56733,-122.3352,1946,Non-Refrigerated Warehouse,57.0,3459543.0,24.12,179413.0,179413.0,1.0
609,NonResidential,Warehouse,3546 W Marginal Way SW,Way,98106.0,Delridge,47.5725,-122.3571,1966,Non-Refrigerated Warehouse,98.0,602245.0,4.2,170632.0,170632.0,1.0
610,NonResidential,Large Office,West Lake Union Center,Avenue,98109.0,Magnolia / Queen Anne,47.63264,-122.34171,1994,Office,87.0,11410228.0,106.12,381511.0,38151.1,1.0
611,NonResidential,Large Office,Fifth and Yesler,Avenue,98104.0,Downtown,47.60214,-122.32726,2009,Office,91.0,13631141.0,95.03,413264.0,24309.647,0.66584
612,NonResidential,Mixed Use Property,Russell Hall,Street,98105.0,Northeast,47.6586,-122.3124,2009,Office,63.0,4865551.5,79.39,122400.0,20400.0,0.55637
615,NonResidential,Warehouse,3701 S. Norfolk,Street,98118.0,Greater Duwamish,47.51304,-122.28394,1966,Non-Refrigerated Warehouse,47.0,3004271.0,20.94,123000.0,61500.0,1.0
616,NonResidential,Medical Office,Patricia Steele Building,Way,98122.0,East,47.6056366,-122.3214798,2003,Medical Office,70.0,9941308.0,69.3,275130.0,55026.0,0.58936
617,NonResidential,Warehouse,(ID#822) 98 NORFOLK,Avenue,98136.0,Greater Duwamish,47.51168,-122.28285,1978,Non-Refrigerated Warehouse,90.0,1052244.75,27.24,60448.0,60448.0,1.0
618,NonResidential,Hospital,Swedish First Hill,Way,98122.0,East,47.608951,-122.322402,1994,Hospital (General Medical & Surgical),54.0,291614432.0,12307.16,252281.429,126140.714,1.0
621,NonResidential,Medical Office,600 Broadway,Way,98122.0,East,47.60796711,-122.3195445,1990,Medical Office,59.0,12731388.0,133.5,289419.0,57883.8,0.45008
622,NonResidential,Other,Salal Credit Union Headquarters,Avenue,98115.0,North,47.6993,-122.32378,1987,Financial Office,18.0,7771933.5,54.18,90266.0,18053.2,1.0
623,NonResidential,Warehouse,Peoples Storage,Way,98107.0,Ballard,47.6582,-122.36434,2004,Non-Refrigerated Warehouse,87.0,1165598.875,14.49,87332.0,21833.0,0.92605
624,NonResidential,Hotel,Silver Cloud Inn - Broadway,Way,98122.0,East,47.61210727,-122.3205972,2003,Hotel,28.0,13410041.0,453.76,150545.0,25090.833,0.66776
626,NonResidential,Hotel,The Maxwell Hotel,Street,98109.0,Magnolia / Queen Anne,47.62562,-122.35121,2008,Hotel,8.0,9444484.0,278.97,111856.0,22371.2,0.80982
627,NonResidential,Warehouse,08501-Capitol Hill,Avenue,98122.0,East,47.61818,-122.31728,1988,Non-Refrigerated Warehouse,83.0,1083729.625,7.56,132828.0,33207.0,1.0
628,NonResidential,Warehouse,Pioneer Industries,Way,98106.0,Delridge,47.53935,-122.34402,1970,Non-Refrigerated Warehouse,1.0,13962749.0,284.01,70400.0,70400.0,1.0
629,NonResidential,Retail Store,#4706 Bitterlake,Avenue,98133.0,Northwest,47.71417,-122.34256,1995,Retail Store,60.0,10713006.0,295.12,101830.0,101830.0,1.0
633,NonResidential,Warehouse,3480 W Marginal Way SW,Way,98053.0,Southwest,47.57311,-122.3601,1965,Non-Refrigerated Warehouse,88.0,1069749.75,13.07,152365.0,152365.0,1.0
634,NonResidential,Medical Office,James Tower,Avenue,98122.0,Central,47.60705,-122.30966,1910,Medical Office,57.0,25471308.0,189.85,320946.0,53491.0,1.0
636,NonResidential,Warehouse,08458-Lake City,Way,98125.0,North,47.70799,-122.30185,1987,Non-Refrigerated Warehouse,96.0,686019.1875,16.27,80360.0,20090.0,1.0
638,NonResidential,Supermarket / Grocery Store,70500847 -- Harvard Market,Avenue,98122.0,East,47.61318,-122.32122,1996,Supermarket/Grocery Store,71.0,10077532.0,267.0,119190.0,39730.0,1.0
640,NonResidential,Mixed Use Property,Filson World Headquarters LP,Avenue,98134.0,Greater Duwamish,47.58718,-122.33467,1921,Office,3.0,7070998.5,49.29,66138.0,22046.0,0.8097
641,NonResidential,Large Office,4545 Building 751,Avenue,98105.0,Northeast,47.66181,-122.31231,1960,Office,1.0,17880184.0,128.73,113944.0,37981.333,0.57426
644,NonResidential,Low-Rise Multifamily,Pacific Pointe,Street,98103.0,Lake Union,47.64859,-122.33311,2000,Multifamily Housing,32.0,1997181.5,25.6,93079.0,31026.333,0.61223
651,NonResidential,Worship Facility,University Unitarian Church,Avenue,98115.0,Northeast,47.67738,-122.28996,1957,Worship Facility,90.0,778355.8125,31.74,22220.0,11110.0,1.0
657,NonResidential,Warehouse,SeaTac Marine Services,Avenue,98108.0,Greater Duwamish,47.54137,-122.33051,1976,Non-Refrigerated Warehouse,1.0,1618916.375,11.29,44100.0,44100.0,1.0
658,NonResidential,Distribution Center,Shultz Distribution,Street,98108.0,Greater Duwamish,47.54113,-122.32633,1965,Distribution Center,13.0,1224186.25,24.39,27800.0,27800.0,1.0
660,NonResidential,Warehouse,Seadrunar Recycling,Street,98134.0,Greater Duwamish,47.55436,-122.33631,2001,Non-Refrigerated Warehouse,3.0,2564004.0,17.87,46340.0,46340.0,1.0
663,NonResidential,Small- and Mid-Sized Office,RLIBuilding,Avenue,98122.0,Central,47.60191,-122.31438,1910,Office,69.0,1950713.25,36.02,38460.0,12820.0,1.0
669,NonResidential,Worship Facility,Woodland Park Methodist Church,Street,98103.0,Northwest,47.68576,-122.35481,1922,Worship Facility,54.0,945245.625,43.84,21022.0,10511.0,1.0
680,NonResidential,Distribution Center,Noble Building,Avenue,98118.0,Greater Duwamish,47.51127,-122.281,1967,Distribution Center,49.0,2143650.75,86.46,48001.0,48001.0,1.0
682,NonResidential,Warehouse,pape' Material Handling Seattle,Avenue,98118.0,Greater Duwamish,47.51018,-122.28192,1969,Non-Refrigerated Warehouse,10.0,2559461.75,77.04,37351.0,37351.0,1.0
683,NonResidential,Warehouse,WALL & CEILING SUPPLY CO INC,Avenue,98118.0,Greater Duwamish,47.51127,-122.281,1981,Non-Refrigerated Warehouse,73.0,345866.6875,2.41,30375.0,30375.0,1.0
689,NonResidential,Worship Facility,BALLARD CHURCH (ID19596),Street,98117.0,Ballard,47.68164,-122.3753,1914,Worship Facility,90.0,509836.1875,21.93,33589.0,16794.5,1.0
692,NonResidential,Small- and Mid-Sized Office,SBC19613,Avenue,98107.0,Ballard,47.66587,-122.38476,1979,Office,46.0,3220635.25,22.65,43500.0,14500.0,1.0
693,NonResidential,Small- and Mid-Sized Office,(ID19621) BALLARD ELKS,Avenue,98107.0,Ballard,47.67528,-122.40836,1978,Office,12.0,1896298.875,37.78,28492.0,14246.0,1.0
715,NonResidential,Retail Store,Lane St. Goodwill,Street,98144.0,Downtown,47.59692,-122.31543,1917,Retail Store,69.0,6787070.0,169.75,147545.0,73772.5,1.0
732,NonResidential,Small- and Mid-Sized Office,First and Cedar Building,Avenue,98121.0,Downtown,47.6158,-122.35126,1974,Office,59.0,4322873.0,141.2,61825.0,12365.0,0.78455
735,NonResidential,Small- and Mid-Sized Office,Seattle Labor Temple Association,Avenue,98121.0,Downtown,47.61683,-122.35176,1942,Office,96.0,1408291.375,9.82,64630.0,21543.333,1.0
736,NonResidential,Worship Facility,Belltown,Avenue,98121.0,Downtown,47.61636,-122.35094,1948,Worship Facility,15.0,1042108.5,42.19,20920.0,10460.0,1.0
742,NonResidential,Worship Facility,(ID19766) ALKI CONGREGATIONAL CHURCH,Avenue,98116.0,Southwest,47.57384,-122.41182,1926,Worship Facility,94.0,608359.6875,25.24,22128.0,11064.0,1.0
745,NonResidential,Retail Store,Office Depot,Avenue,98133.0,Northwest,47.72736,-122.34579,1968,Retail Store,98.0,859236.625,24.02,48139.0,48139.0,1.0
750,NonResidential,Worship Facility,First Lutheran Church of West Seattle,Avenue,98116.0,Southwest,47.56633,-122.38725,1949,Worship Facility,86.0,965651.125,43.8,21364.0,10682.0,1.0
773,NonResidential,Retail Store,000956-Seattle,Avenue,98105.0,Northeast,47.6646,-122.29932,1996,Retail Store,82.0,1169394.875,18.1,25735.0,25735.0,1.0
775,NonResidential,Retail Store,EAST BLDG N,Street,98105.0,Northeast,47.66246,-122.29898,1956,Retail Store,20.0,4801472.0,154.17,25862.0,12931.0,1.0
776,NonResidential,Retail Store,EAST BLDG S,Street,98105.0,Northeast,47.66246,-122.29898,2003,Retail Store,82.0,3377209.75,29.54,49965.0,24982.5,1.0
780,NonResidential,Small- and Mid-Sized Office,Hartford Building,Avenue,98104.0,Downtown,47.6026,-122.33232,1929,Office,95.0,511797.4063,14.22,20028.0,10014.0,1.0
782,NonResidential,Small- and Mid-Sized Office,Lowman & Hanford Building,Avenue,98104.0,Downtown,47.60247,-122.33372,1900,Office,100.0,552007.5,9.95,23622.0,3374.571,1.0
783,NonResidential,Small- and Mid-Sized Office,Howard Building,Avenue,98104.0,Downtown,47.60237,-122.33365,1902,Office,67.0,883197.6875,6.16,23563.0,7854.333,1.0
785,NonResidential,Mixed Use Property,Marion 823,Avenue,98104.0,Downtown,47.60427,-122.33385,1978,Retail Store,55.0,2186018.5,15.24,38539.0,19269.5,0.67879
786,NonResidential,Small- and Mid-Sized Office,Marion 814,Avenue,98104.0,Downtown,47.60427,-122.33385,1906,Office,24.0,1989287.0,13.87,26840.0,5368.0,1.0
787,NonResidential,Retail Store,Marion 804,Avenue,98104.0,Downtown,47.60427,-122.33385,1906,Retail Store,86.0,1245187.5,8.68,46800.0,23400.0,1.0
788,NonResidential,Small- and Mid-Sized Office,Marion 801,Avenue,98104.0,Downtown,47.60431,-122.33335,1979,Office,51.0,2067352.5,14.63,63990.0,21330.0,0.58368
789,NonResidential,Small- and Mid-Sized Office,S2315 - Belltown Worklofts,Avenue,98121.0,Downtown,47.61285,-122.34817,1908,Office,50.0,1345025.75,28.81,28800.0,9600.0,1.0
792,NonResidential,Small- and Mid-Sized Office,2717 3rd Avenue Building,Avenue,98121.0,Downtown,47.6172,-122.34979,1954,Office,75.0,1696978.75,60.43,33552.0,11184.0,0.85193
793,NonResidential,Retail Store,Store #5218_2603 Third Avenue,Avenue,98121.0,Downtown,47.61652,-122.34854,1931,Retail Store,32.0,1560461.75,33.78,26270.0,13135.0,1.0
794,NonResidential,Small- and Mid-Sized Office,Trianon Building,Avenue,98121.0,Downtown,47.61595,-122.34756,1926,Office,50.0,2385395.0,16.63,57620.0,19206.667,0.86428
797,NonResidential,Hotel,BELLTOWN INN (ID#19878),Avenue,98121.0,Downtown,47.61471,-122.34525,1990,Hotel,87.0,2443065.25,66.29,57800.0,11560.0,1.0
805,NonResidential,Other,WA3-124 (Fifth and Olive Retail),Way,98101.0,Downtown,47.61319,-122.33695,1955,Financial Office,2.0,1858224.625,12.95,31890.0,15945.0,1.0
806,NonResidential,Small- and Mid-Sized Office,CENTENNIAL BUILDING,Street,98101.0,Downtown,47.61267,-122.33852,1925,Office,53.0,1441900.5,41.69,44098.0,22049.0,0.69024
815,NonResidential,Medical Office,King Co Public Health,Avenue,98121.0,Downtown,47.6146,-122.34217,1952,Medical Office,51.0,1553208.375,10.83,26670.0,6667.5,1.0
